Food Code,Food Name,Group,Number,Type,accessed_at,confidence_level,record_id,source_type,source_url,verification_status
GR007,"Seluang fish, fresh",Fish and Other Seafood,868,Raw,2026-09-15T06:22:31.317996+00:00,high,panganku-ifct-868,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR065,"Seluang fish, fresh",Fish and Other Seafood,869,Raw,2026-09-15T06:22:31.317999+00:00,high,panganku-ifct-869,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR001,"Semi-ripe coconut, meat, fresh",Fat and Oil,870,Raw,2026-09-15T06:22:31.318002+00:00,high,panganku-ifct-870,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER084,"Senorita banana, fresh",Fruits,871,Raw,2026-09-15T06:22:31.318005+00:00,high,panganku-ifct-871,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP091,"Sepi, dish",Fish and Other Seafood,872,Processed/Products,2026-09-15T06:22:31.318008+00:00,high,panganku-ifct-872,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR027,"Serang goseweed leaves, fresh",Vegetables,873,Raw,2026-09-15T06:22:31.318011+00:00,high,panganku-ifct-873,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR013,Sesame oil,Fat and Oil,874,Raw,2026-09-15T06:22:31.318029+00:00,high,panganku-ifct-874,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR052,"Sesame, raw",Grains and Legumes,875,Raw,2026-09-15T06:22:31.318032+00:00,high,panganku-ifct-875,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP056,Shabu-shabu,Vegetables,876,Processed/Products,2026-09-15T06:22:31.318037+00:00,high,panganku-ifct-876,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NR007,"Shallot, fresh",Herbs and Spices,877,Raw,2026-09-15T06:22:31.318040+00:00,high,panganku-ifct-877,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR018,"Shallot, leaf, fresh",Vegetables,878,Raw,2026-09-15T06:22:31.318043+00:00,high,panganku-ifct-878,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR137,Shameplant,Vegetables,879,Raw,2026-09-15T06:22:31.318046+00:00,high,panganku-ifct-879,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR007,"Shark oil, liver",Fat and Oil,880,Raw,2026-09-15T06:22:31.318052+00:00,high,panganku-ifct-880,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP014,"Shark, fish, dried",Fish and Other Seafood,881,Processed/Products,2026-09-15T06:22:31.318057+00:00,high,panganku-ifct-881,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR028,"Shark, fresh",Fish and Other Seafood,882,Raw,2026-09-15T06:22:31.318062+00:00,high,panganku-ifct-882,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR053,"Shield aralia leaves, fresh",Vegetables,883,Raw,2026-09-15T06:22:31.318067+00:00,high,panganku-ifct-883,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP054,Shredded fish,Fish and Other Seafood,884,Processed/Products,2026-09-15T06:22:31.318072+00:00,high,panganku-ifct-884,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP053,Shreded snakehead murrel,Fish and Other Seafood,885,Processed/Products,2026-09-15T06:22:31.318079+00:00,high,panganku-ifct-885,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
NP008,Shrimp paste,Herbs and Spices,886,Processed/Products,2026-09-15T06:22:31.318092+00:00,high,panganku-ifct-886,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP045,"Shrimp, chips, fried",Starchy Roots & Tubers,887,Processed/Products,2026-09-15T06:22:31.318098+00:00,high,panganku-ifct-887,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP067,"Sie reuboh, dish",Meat and Poultry,888,Processed/Products,2026-09-15T06:22:31.318104+00:00,high,panganku-ifct-888,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR009,"Silver pomfret, fresh",Fish and Other Seafood,889,Raw,2026-09-15T06:22:31.318110+00:00,high,panganku-ifct-889,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR070,"Singkil leaves, fresh",Vegetables,890,Raw,2026-09-15T06:22:31.318116+00:00,high,panganku-ifct-890,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP061,Sinole sago,Starchy Roots & Tubers,891,Processed/Products,2026-09-15T06:22:31.318134+00:00,high,panganku-ifct-891,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP090,Skewered milkfish,Fish and Other Seafood,892,Processed/Products,2026-09-15T06:22:31.318141+00:00,high,panganku-ifct-892,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
JP010,"Skimmed milk, fresh",Milk and Dairy Products,893,Processed/Products,2026-09-15T06:22:31.318147+00:00,high,panganku-ifct-893,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
JP009,"Skimmed milk, powder",Milk and Dairy Products,894,Processed/Products,2026-09-15T06:22:31.318153+00:00,high,panganku-ifct-894,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP081,Skin pempek,Fish and Other Seafood,895,Processed/Products,2026-09-15T06:22:31.318159+00:00,high,panganku-ifct-895,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR018,"Skipjack tuna, fresh",Fish and Other Seafood,896,Raw,2026-09-15T06:22:31.318168+00:00,high,panganku-ifct-896,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR020,"Skipjack tuna, heart, fresh",Fish and Other Seafood,897,Raw,2026-09-15T06:22:31.318174+00:00,high,panganku-ifct-897,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR019,"Skipjack tuna, liver, fresh",Fish and Other Seafood,898,Raw,2026-09-15T06:22:31.318180+00:00,high,panganku-ifct-898,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR021,"Skipjack tuna, stomach, fresh",Fish and Other Seafood,899,Raw,2026-09-15T06:22:31.318189+00:00,high,panganku-ifct-899,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR010,"Small broken rice, raw",Cereals,900,Raw,2026-09-15T06:22:31.318194+00:00,high,panganku-ifct-900,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP046,"Small shrimp (Acetes), dried, raw",Fish and Other Seafood,901,Processed/Products,2026-09-15T06:22:31.318200+00:00,high,panganku-ifct-901,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP052,"Small shrimp, raw",Fish and Other Seafood,902,Processed/Products,2026-09-15T06:22:31.318206+00:00,high,panganku-ifct-902,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP031,"Smoked catfish, raw",Fish and Other Seafood,903,Processed/Products,2026-09-15T06:22:31.318212+00:00,high,panganku-ifct-903,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP058,Smoked skipjack tuna (papua smoked),Fish and Other Seafood,904,Processed/Products,2026-09-15T06:22:31.318218+00:00,high,panganku-ifct-904,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP008,"Smoked skipjack tuna, raw",Fish and Other Seafood,905,Processed/Products,2026-09-15T06:22:31.318224+00:00,high,panganku-ifct-905,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP011,"Smoked snakehead murrel, raw",Fish and Other Seafood,906,Processed/Products,2026-09-15T06:22:31.318235+00:00,high,panganku-ifct-906,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR037,"Snail, fresh",Fish and Other Seafood,907,Raw,2026-09-15T06:22:31.318241+00:00,high,panganku-ifct-907,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP001,"Snail, jerky, raw",Fish and Other Seafood,908,Processed/Products,2026-09-15T06:22:31.318246+00:00,high,panganku-ifct-908,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR132,"Snake gourd, fresh",Vegetables,909,Raw,2026-09-15T06:22:31.318252+00:00,high,panganku-ifct-909,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP012,"Snakehead murrel, dried",Fish and Other Seafood,910,Processed/Products,2026-09-15T06:22:31.318258+00:00,high,panganku-ifct-910,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR025,"Snakehead murrel, fresh",Fish and Other Seafood,911,Raw,2026-09-15T06:22:31.318264+00:00,high,panganku-ifct-911,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP036,"Snakeskin gourami, dried, raw",Fish and Other Seafood,912,Processed/Products,2026-09-15T06:22:31.318270+00:00,high,panganku-ifct-912,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR068,"Snakeskin gourami, fresh",Fish and Other Seafood,913,Raw,2026-09-15T06:22:31.318276+00:00,high,panganku-ifct-913,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR030,"Snapper, fresh",Fish and Other Seafood,914,Raw,2026-09-15T06:22:31.318282+00:00,high,panganku-ifct-914,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AR014,"Sorghum, raw",Cereals,915,Raw,2026-09-15T06:22:31.318288+00:00,high,panganku-ifct-915,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP074,"Soto bandung, dish",Meat and Poultry,916,Processed/Products,2026-09-15T06:22:31.318314+00:00,high,panganku-ifct-916,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP075,"Soto banjar, dish",Meat and Poultry,917,Processed/Products,2026-09-15T06:22:31.318319+00:00,high,panganku-ifct-917,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP076,"Soto betawi, dish",Meat and Poultry,918,Processed/Products,2026-09-15T06:22:31.318325+00:00,high,panganku-ifct-918,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP078,"Soto kudus, masakan",Meat and Poultry,919,Processed/Products,2026-09-15T06:22:31.318332+00:00,high,panganku-ifct-919,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP079,"Soto madura, dish",Meat and Poultry,920,Processed/Products,2026-09-15T06:22:31.318338+00:00,high,panganku-ifct-920,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP080,"Soto padang, dish",Meat and Poultry,921,Processed/Products,2026-09-15T06:22:31.318344+00:00,high,panganku-ifct-921,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP081,"Soto pekalongan, dish",Meat and Poultry,922,Processed/Products,2026-09-15T06:22:31.318352+00:00,high,panganku-ifct-922,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP082,"Soto pemalang, dish",Meat and Poultry,923,Processed/Products,2026-09-15T06:22:31.318358+00:00,high,panganku-ifct-923,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP083,"Soto sukaraja, dish",Meat and Poultry,924,Processed/Products,2026-09-15T06:22:31.318364+00:00,high,panganku-ifct-924,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP084,"Soto sulung, dish",Meat and Poultry,925,Processed/Products,2026-09-15T06:22:31.318370+00:00,high,panganku-ifct-925,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP053,Soup,Vegetables,926,Processed/Products,2026-09-15T06:22:31.318379+00:00,high,panganku-ifct-926,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR155,"Sour eggplant, fresh",Vegetables,927,Raw,2026-09-15T06:22:31.318385+00:00,high,panganku-ifct-927,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
JP005,"Sour milk for baby, powder",Milk and Dairy Products,928,Processed/Products,2026-09-15T06:22:31.318391+00:00,high,panganku-ifct-928,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP047,Sour soup,Vegetables,929,Processed/Products,2026-09-15T06:22:31.318397+00:00,high,panganku-ifct-929,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP062,"Sour soup gete, dish",Fish and Other Seafood,930,Processed/Products,2026-09-15T06:22:31.318403+00:00,high,panganku-ifct-930,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER106,"Soursop, fresh",Fruits,931,Raw,2026-09-15T06:22:31.318409+00:00,high,panganku-ifct-931,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER107,"Sowa, fresh",Fruits,932,Raw,2026-09-15T06:22:31.318415+00:00,high,panganku-ifct-932,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
KR010,Soy oil,Fat and Oil,933,Raw,2026-09-15T06:22:31.318422+00:00,high,panganku-ifct-933,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP060,Soybean milk,Grains and Legumes,934,Processed/Products,2026-09-15T06:22:31.318428+00:00,high,panganku-ifct-934,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP059,"Soybean milk, powder",Grains and Legumes,935,Processed/Products,2026-09-15T06:22:31.318434+00:00,high,panganku-ifct-935,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP007,"Soybean, boiled",Grains and Legumes,936,Processed/Products,2026-09-15T06:22:31.318442+00:00,high,panganku-ifct-936,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR017,"Soybean, dried",Grains and Legumes,937,Raw,2026-09-15T06:22:31.318451+00:00,high,panganku-ifct-937,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP086,"Soybean, flour",Grains and Legumes,938,Processed/Products,2026-09-15T06:22:31.318457+00:00,high,panganku-ifct-938,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CR018,"Soybean, fresh",Grains and Legumes,939,Raw,2026-09-15T06:22:31.318463+00:00,high,panganku-ifct-939,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
CP006,"Soybean, fried",Grains and Legumes,940,Processed/Products,2026-09-15T06:22:31.318469+00:00,high,panganku-ifct-940,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP106,Spaghetti,Cereals,941,Processed/Products,2026-09-15T06:22:31.318475+00:00,high,panganku-ifct-941,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP083,Spanish mackerel pempek,Fish and Other Seafood,942,Processed/Products,2026-09-15T06:22:31.318482+00:00,high,panganku-ifct-942,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP038,Spinach chips,Vegetables,943,Processed/Products,2026-09-15T06:22:31.318488+00:00,high,panganku-ifct-943,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP002,"Spinach, boiled",Vegetables,944,Processed/Products,2026-09-15T06:22:31.318493+00:00,high,panganku-ifct-944,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR008,"Spinach, fresh",Vegetables,945,Raw,2026-09-15T06:22:31.318500+00:00,high,panganku-ifct-945,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP001,"Spinach, steamed",Vegetables,946,Processed/Products,2026-09-15T06:22:31.318508+00:00,high,panganku-ifct-946,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR074,"Spiny eel, fresh",Fish and Other Seafood,947,Raw,2026-09-15T06:22:31.318515+00:00,high,panganku-ifct-947,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR013,"Spotted barb, fresh",Fish and Other Seafood,948,Raw,2026-09-15T06:22:31.318529+00:00,high,panganku-ifct-948,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR079,"Spotted scat, fresh",Fish and Other Seafood,949,Raw,2026-09-15T06:22:31.318535+00:00,high,panganku-ifct-949,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR150,"Sprouts of blackeyed pea, fresh",Vegetables,950,Raw,2026-09-15T06:22:31.318541+00:00,high,panganku-ifct-950,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR149,"Sprouts of soybean, fresh",Vegetables,951,Raw,2026-09-15T06:22:31.318551+00:00,high,panganku-ifct-951,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP018,"Sprouts, brewed",Vegetables,952,Processed/Products,2026-09-15T06:22:31.318557+00:00,high,panganku-ifct-952,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP017,"Sprouts, fried",Vegetables,953,Processed/Products,2026-09-15T06:22:31.318563+00:00,high,panganku-ifct-953,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR124,"Squash, fresh",Vegetables,954,Raw,2026-09-15T06:22:31.318570+00:00,high,panganku-ifct-954,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP040,"Squid, chips, fried",Starchy Roots & Tubers,955,Processed/Products,2026-09-15T06:22:31.318576+00:00,high,panganku-ifct-955,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR022,"Squid, fresh",Fish and Other Seafood,956,Raw,2026-09-15T06:22:31.318585+00:00,high,panganku-ifct-956,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP003,"Squid, fried",Fish and Other Seafood,957,Processed/Products,2026-09-15T06:22:31.318591+00:00,high,panganku-ifct-957,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER102,"Star apple, fresh",Fruits,958,Raw,2026-09-15T06:22:31.318597+00:00,high,panganku-ifct-958,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER006,"Starfruit, fresh",Fruits,959,Raw,2026-09-15T06:22:31.318604+00:00,high,panganku-ifct-959,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP095,Stir-fried keumamah,Fish and Other Seafood,960,Processed/Products,2026-09-15T06:22:31.318610+00:00,high,panganku-ifct-960,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GP094,Stir-fried milkfish,Fish and Other Seafood,961,Processed/Products,2026-09-15T06:22:31.318616+00:00,high,panganku-ifct-961,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR089,"Straw mushroom, fresh",Vegetables,962,Raw,2026-09-15T06:22:31.318622+00:00,high,panganku-ifct-962,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
GR006,"Streaked spinefoot, fresh",Fish and Other Seafood,963,Raw,2026-09-15T06:22:31.318628+00:00,high,panganku-ifct-963,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER108,"Sugar apple, fresh",Fruits,964,Raw,2026-09-15T06:22:31.318634+00:00,high,panganku-ifct-964,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP032,"Sukabumi fried chicken, breast",Meat and Poultry,965,Processed/Products,2026-09-15T06:22:31.318641+00:00,high,panganku-ifct-965,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP033,"Sukabumi fried chicken, thigh",Meat and Poultry,966,Processed/Products,2026-09-15T06:22:31.318649+00:00,high,panganku-ifct-966,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
FP085,"Sukiyaki, dish",Meat and Poultry,967,Processed/Products,2026-09-15T06:22:31.318656+00:00,high,panganku-ifct-967,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP108,Sunduk lawang,Cereals,968,Processed/Products,2026-09-15T06:22:31.318662+00:00,high,panganku-ifct-968,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR023,"Sunset hibiscus, big, fresh",Vegetables,969,Raw,2026-09-15T06:22:31.318671+00:00,high,panganku-ifct-969,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR024,"Sunset hibiscus, small, fresh",Vegetables,970,Raw,2026-09-15T06:22:31.318676+00:00,high,panganku-ifct-970,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
AP109,Suwir-suwir,Cereals,971,Processed/Products,2026-09-15T06:22:31.318683+00:00,high,panganku-ifct-971,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
MP001,"Sweet chocolate, bar",Convectionery,972,Processed/Products,2026-09-15T06:22:31.318689+00:00,high,panganku-ifct-972,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DP005,"Sweet leaves, boiled",Vegetables,973,Processed/Products,2026-09-15T06:22:31.318695+00:00,high,panganku-ifct-973,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
DR035,"Sweet leaves, fresh",Vegetables,974,Raw,2026-09-15T06:22:31.318701+00:00,high,panganku-ifct-974,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
ER039,"Sweet orange, fresh",Fruits,975,Raw,2026-09-15T06:22:31.318708+00:00,high,panganku-ifct-975,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
BP039,"Sweet potato, chips",Starchy Roots & Tubers,976,Processed/Products,2026-09-15T06:22:31.318716+00:00,high,panganku-ifct-976,"Indonesian Food Composition Table (IFCT), searchable web table",https://www.panganku.org/en-EN/semua_nutrisi,official-source-recorded; values preserved as published
